exercise_id,name,body_part,equipment,level,type,desc,text
ex_2593,Seated dumbbell lateral raise,Shoulders,Dumbbell,Intermediate,Strength,"The seated dumbbell lateral raise is an exercise that targets the shoulder muscles, particularly the medial or middle head of the deltoids. Performing it on a bench helps enforce strict form and eliminate swinging or using momentum to move the weights. Lateral raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Seated dumbbell lateral raise targeting Shoulders using Dumbbell at Intermediate level. The seated dumbbell lateral raise is an exercise that targets the shoulder muscles, particularly the medial or middle head of the deltoids. Performing it on a bench helps enforce strict form and eliminate swinging or using momentum to move the weights. Lateral raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
ex_2594,AM Dumbbell Shoulder Press,Shoulders,Dumbbell,Intermediate,Strength,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.","AM Dumbbell Shoulder Press targeting Shoulders using Dumbbell at Intermediate level. The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk."
ex_2595,AM Dumbbell Side Raise,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.","AM Dumbbell Side Raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed."
ex_2596,AM Front Raise,Shoulders,Dumbbell,Intermediate,Strength,"The alternating dumbbell front raise is an isolation movement that targets the shoulders. By using one arm at a time, you can use more weight than when you use both arms at once. Bodybuilders use this exercise to zero in on the front shoulders, but the simple movement also makes it great for people new to lifting weights.","AM Front Raise targeting Shoulders using Dumbbell at Intermediate level. The alternating dumbbell front raise is an isolation movement that targets the shoulders. By using one arm at a time, you can use more weight than when you use both arms at once. Bodybuilders use this exercise to zero in on the front shoulders, but the simple movement also makes it great for people new to lifting weights."
ex_2597,UP Dumbbell Lateral Raise,Shoulders,Dumbbell,Intermediate,Strength,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.","UP Dumbbell Lateral Raise targeting Shoulders using Dumbbell at Intermediate level. The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed."
ex_2598,UP Seated Dumbbell Overhead Press,Shoulders,Dumbbell,Intermediate,Strength,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.","UP Seated Dumbbell Overhead Press targeting Shoulders using Dumbbell at Intermediate level. The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk."
ex_2599,AA Incline Bench Dumbbell Reverse Fly,Shoulders,Dumbbell,Intermediate,Strength,AA Incline Bench Dumbbell Reverse Fly is a intermediate-level strength exercise targeting shoulders.,AA Incline Bench Dumbbell Reverse Fly targeting Shoulders using Dumbbell at Intermediate level. AA Incline Bench Dumbbell Reverse Fly is a intermediate-level strength exercise targeting shoulders.
ex_2600,CM Forward Shoulder Press,Shoulders,Dumbbell,Intermediate,Strength,CM Forward Shoulder Press is a intermediate-level strength exercise targeting shoulders.,CM Forward Shoulder Press targeting Shoulders using Dumbbell at Intermediate level. CM Forward Shoulder Press is a intermediate-level strength exercise targeting shoulders.
ex_2601,Dumbbell Halo,Shoulders,Dumbbell,Intermediate,Strength,Dumbbell Halo is a intermediate-level strength exercise targeting shoulders.,Dumbbell Halo targeting Shoulders using Dumbbell at Intermediate level. Dumbbell Halo is a intermediate-level strength exercise targeting shoulders.
ex_2602,Standing Dumbbell Scap Raise,Shoulders,Dumbbell,Intermediate,Strength,Standing Dumbbell Scap Raise is a intermediate-level strength exercise targeting shoulders.,Standing Dumbbell Scap Raise targeting Shoulders using Dumbbell at Intermediate level. Standing Dumbbell Scap Raise is a intermediate-level strength exercise targeting shoulders.
ex_2603,Holman Overhead Press,Shoulders,Dumbbell,Intermediate,Strength,Holman Overhead Press is a intermediate-level strength exercise targeting shoulders.,Holman Overhead Press targeting Shoulders using Dumbbell at Intermediate level. Holman Overhead Press is a intermediate-level strength exercise targeting shoulders.
ex_2604,Holman Slow Weighted Half Jack to Overhead Press,Shoulders,Dumbbell,Intermediate,Strength,Holman Slow Weighted Half Jack to Overhead Press is a intermediate-level strength exercise targeting shoulders.,Holman Slow Weighted Half Jack to Overhead Press targeting Shoulders using Dumbbell at Intermediate level. Holman Slow Weighted Half Jack to Overhead Press is a intermediate-level strength exercise targeting shoulders.
ex_2605,Holman Slow Arnold Press,Shoulders,Dumbbell,Intermediate,Strength,Holman Slow Arnold Press is a intermediate-level strength exercise targeting shoulders.,Holman Slow Arnold Press targeting Shoulders using Dumbbell at Intermediate level. Holman Slow Arnold Press is a intermediate-level strength exercise targeting shoulders.
ex_2606,Holman Boat Arnold Press with Feet Push-Out,Shoulders,Dumbbell,Intermediate,Strength,Holman Boat Arnold Press with Feet Push-Out is a intermediate-level strength exercise targeting shoulders.,Holman Boat Arnold Press with Feet Push-Out targeting Shoulders using Dumbbell at Intermediate level. Holman Boat Arnold Press with Feet Push-Out is a intermediate-level strength exercise targeting shoulders.
